dates,Title,Files,Not OK?,Political Influence,Scientific Data Mentioned,Statistical Data Mentioned,Source Mentioned,Authenticity,Stance Detection,Location,Focus,Target,Authority Involvement,Comments,Done,Annotator
24 February 2024 07:40,সারাদেশে ৫০০টি ইটভাটা বন্ধ হচ্ছে চিরতরে,ID-234.txt,False,Yes,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,Authority,Governent,,No,
16 June 2019 01:36,যাদবপুর ক্যাম্পাসে জল-জঞ্জাল,ID-2344.txt,False,No,No,Yes,Yes,Real,Positive,India,Environmental Pollution,Authority,Government,,No,
10 June 2019 01:27,"প্লাস্টিকমুক্ত পৃথিবী, শুধুই কি অঙ্গীকার?",ID-2346.txt,False,No,No,Yes,No,Real,Problematic,Global,Plastic Pollution,All,,,No,
05 June 2019 02:13,প্লাস্টিক বর্জনে ছাড় ভর্তির ফি,ID-2354.txt,False,No,No,No,No,Real,Positive,India,Plastic Pollution,General People,Other Authority,,No,
29 May 2019 00:36,সর্বগামী সর্বনাশ,ID-2358.txt,False,No,No,Yes,Yes,Real,Positive,India,Plastic Pollution,General People,Scientists & Researcher,,No,
15 May 2019 02:31,"সাগর সেঁচে মুক্তো নয়, মিলল প্লাস্টিক",ID-2360.txt,False,Yes,No,Yes,Yes,Real,Positive,Others,Water Resource Pollution,,Scientists & Researcher,,No,
13 May 2019 02:13,বেতনের বদলে পড়িয়ে প্লাস্টিক নেয় অক্ষর স্কুল,ID-2361.txt,False,No,No,No,No,Real,Positive,Bangladesh,Plastic Pollution,,,,No,
30 April 2019 00:57,প্লাস্টিক হটাতে পথে প্রচার থিয়েটার দলের,ID-2365.txt,False,Yes,No,No,No,Real,Positive,India,Natural Disaster,General People,Other Authority,,No,
06 April 2019 00:27,তফাত যাও প্লাস্টিক,ID-2375.txt,False,No,Yes,No,No,Real,Positive,India,Plastic Pollution,General People,,,No,
05 April 2019 01:52,সভার এক দিন পরেও ব্রিগেড ভরা আবর্জনায়,ID-2377.txt,False,Yes,No,No,No,Real,Neutral,India,Plastic Pollution,Government,General people,,No,
02 April 2019 03:58,"পেটে প্লাস্টিক, মৃত্যু অন্তঃসত্ত্বা তিমির",ID-2381.txt,False,No,No,Yes,No,Real,Positive,Others,Plastic Pollution,All,Environmental/Forestry Authority,,No,
30 March 2019 00:50,কর্মীদের নিজস্বীতে ‘আপত্তি’ কমিশনারের,ID-2384.txt,False,No,No,No,No,Real,Positive,India,Plastic Pollution,Dishonest people,Crime/Police,,No,
29 March 2019 00:26,দেওয়াল লিখন,ID-2387.txt,False,Yes,No,No,No,Real,Positive,India,Plastic Pollution,Government,General people,,No,
19 March 2019 06:39,পেট ভর্তি প্লাস্টিক মিলল তিমির দেহে,ID-2394.txt,False,No,No,Yes,Yes,Real,Negative,India,Water Resource Pollution,General People,Environmental/Forestry Authority,,No,
14 March 2019 03:37,পরিবেশ বিপন্ন বুঝেও প্রচারে প্লাস্টিক-ফ্লেক্স,ID-2397.txt,False,Yes,No,No,No,Real,Positive,Bangladesh,Plastic Pollution,Authority,Government,,No,
13 March 2019 04:12,"গাড়ি ভুলে কেন বাজির পিছনে, প্রশ্ন আদালতের",ID-2398.txt,False,No,No,No,No,Real,Positive,India,Light Pollution,General People,Legal/Court,,No,
12 March 2019 04:54,"পরিবেশ বাঁচাতে প্রচারে নয় প্লাস্টিক, নির্দেশ ঘিরে ধন্দ",ID-2399.txt,False,Yes,No,No,No,Real,Positive,India,Plastic Pollution,,Other Authority,,No,
21 March 2024 10:50,"বৃষ্টির সুফল নেই ঢাকার বাতাসে, আজ দূষণে শীর্ষ দুইয়ে",ID-24.txt,False,No,No,Yes,No,Real,Neutral,Bangladesh,Air Pollution,,,,No,
08 March 2019 02:38,দূষণের জরিমানা ৫০০ কোটি,ID-2403.txt,False,No,Yes,Yes,Yes,Real,Positive,India,Environmental Pollution,Authority,Legal/Court,,No,
07 March 2019 17:00,দূষণ পরীক্ষায় প্রতারণা করায় ৫০০ কোটি টাকা জরিমানা ফোক্সভাগেনকে,ID-2404.txt,False,No,No,No,No,Maybe Real,Positive,Others,Environmental Pollution,Authority,Legal/Court,,No,
07 March 2019 03:39,প্লাস্টিক নিয়ে পুর বৈঠক,ID-2405.txt,False,No,No,No,No,Real,Positive,India,Plastic Pollution,Government,Other Authority,,No,
06 March 2019 03:37,"প্লাস্টিক নয়, প্রচারে তন্তু ব্যবহারের আর্জি",ID-2406.txt,False,Yes,No,No,No,Real,Positive,India,Plastic Pollution,Authority,Government,,No,
05 March 2019 02:33,ফের দূষিত শহরের বাতাস,ID-2407.txt,False,No,No,Yes,Yes,Real,Positive,India,Climate Change,,Scientists & Researcher,,No,
28 February 2019 00:37,"খোলা হল প্লাস্টিক, বাধা শুধু বেহালায়",ID-2410.txt,False,Yes,No,No,No,Real,Positive,Bangladesh,Plastic Pollution,,Crime/Police,,No,
27 February 2019 00:00,প্লাস্টিক হটাতে ছ’টি বাজারে হবে পুর অভিযান,ID-2411.txt,False,Yes,No,No,No,Real,Positive,Bangladesh,Environmental Protection,Authority,Government,,No,
25 February 2019 01:27,রবীন্দ্র সরোবরের ধারে বসায় নিষেধাজ্ঞা,ID-2413.txt,False,No,No,No,No,Real,Positive,Bangladesh,Plastic Pollution,General People,Legal/Court,,No,
07 February 2019 16:32,"নর্মদা নদী বাঁচাতে অভিনব পদক্ষেপ, শিখতে পারে বাকি রাজ্যগুলিও",ID-2416.txt,False,No,No,No,No,Real,Positive,India,Climate Change,All,Other Authority,,No,
05 February 2019 00:05,পরিবেশ মেলায় দূষণ,ID-2418.txt,False,No,No,No,No,Real,Positive,India,Environmental Protection,General People,Government,,No,
04 February 2019 05:55,"সৌরশক্তি ব্যবহারে কমছে দূষণ, দাবি পুরসভার",ID-2419.txt,False,No,No,Yes,No,Real,Positive,India,Environmental Protection,,Other Authority,,No,
03 February 2019 01:59,পূর্ব কলকাতা জলাভূমির বিষ কি ঢুকছে শরীরে,ID-2420.txt,False,No,Yes,No,No,Real,Positive,India,Water Resource Pollution,Industries,Scientists & Researcher,,No,
20 January 2019 02:00,বিষজল বয়ে বেড়াচ্ছে করলা,ID-2424.txt,False,No,Yes,No,No,Real,Neutral,India,Water Pollution,General People,,,No,
19 January 2019 20:57,"শহরে ঢুকল বাতিল গাড়ি, ফুটপাতে হল রান্না, বিষ ধোঁয়ায় ঢেকে গেল শহর",ID-2425.txt,False,No,Yes,Yes,No,Real,Neutral,India,Air Pollution,All,,,No,
17 January 2019 01:01,প্রাণবায়ুতে বিষ,ID-2429.txt,False,No,No,No,No,Real,Positive,India,Environmental Pollution,All,Scientists & Researcher,,No,
13 January 2019 01:23,গঙ্গাসাগরের শিবির থেকে ময়দানে বেলাগাম দূষণ,ID-2430.txt,False,No,Yes,No,No,Real,Positive,India,Environmental Pollution,Authority,Environmental/Forestry Authority,,No,
11 January 2019 00:56,"প্লাস্টিকে না, মেলায় বিলি হবে কাগজের থালা-কাপ",ID-2432.txt,False,No,No,No,No,Real,Positive,Others,Environmental Protection,World power,Government,,No,
09 January 2019 02:53,দূষণ-মামলায় কিছুটা স্বস্তি রাজ্যের,ID-2434.txt,False,No,No,No,No,Real,Positive,India,Air Pollution,General People,Government,,No,
09 January 2019 01:13,"পুকুর প্রকল্পে জলঘোলা, খরচ বাড়ল দু’কোটি",ID-2435.txt,False,Yes,No,No,No,Real,Negative,India,Water Resource Pollution,Dishonest people,Government,,No,
06 January 2019 00:47,পুরন্দরপুরে দূষণ রুখবেন মহিলারা,ID-2437.txt,False,No,No,Yes,Yes,Real,Positive,India,Water Pollution,All,Other Authority,,No,
03 January 2019 01:36,দূষণ থেকে বাঁচানোর আর্জি গ্রামের,ID-2439.txt,False,No,No,No,No,Real,Positive,India,Water Pollution,All,Government,,No,
02 August 2022 12:46,দূষিত শহরের তালিকায় তৃতীয় অবস্থানে ঢাকা,ID-244.txt,False,No,No,Yes,Yes,Real,Positive,Bangladesh,Air Pollution,Industries,,,No,
02 January 2019 02:31,"হুল্লোড়ে দূষণ শব্দে ও দৃশ্যে,পুলিশ দর্শক",ID-2440.txt,False,No,No,No,No,Maybe Real,Positive,India,Air Pollution,General People,Crime/Police,,No,
19 December 2018 00:39,হট মিক্স প্লান্ট বদলাতে হবে চার মাসে: আদালত,ID-2445.txt,False,No,No,No,No,Real,Positive,India,Environmental Protection,Authority,Legal/Court,,No,
18 December 2018 00:00,সম্পাদক সমীপেষু: জাদুঘর ও দূষণ,ID-2446.txt,False,No,No,No,Yes,Real,Positive,Bangladesh,Environmental Pollution,General People,,,No,
15 December 2018 05:01,পিএফের টাকায় দূষণহীন চুল্লি,ID-2448.txt,False,No,No,No,No,Real,Positive,India,Air Pollution,,,,No,
14 December 2018 00:51,দূষণ-রিপোর্ট প্রকাশে গড়িমসি,ID-2451.txt,False,No,No,Yes,No,Real,Problematic,India,Climate Change,,Environmental/Forestry Authority,,No,
13 December 2018 01:26,"যন্ত্র নেমেছে মাঠে, আকাল খড়ের, বাড়ছে দূষণ",ID-2452.txt,False,No,No,Yes,Yes,Real,Positive,India,Environmental Pollution,General People,Scientists & Researcher,,No,
12 December 2018 02:34,দূষণে দশক-সেরা এ মাসের ১০ দিনের শহরের বাতাস,ID-2453.txt,False,Yes,No,Yes,Yes,Real,Positive,India,Environmental Pollution,All,General people,,No,
11 December 2018 02:45,স্বাভাবিক মাত্রার চেয়ে ১১ গুণ বেশি ভাসমান ধূলিকণা,ID-2454.txt,False,No,No,Yes,No,Real,Neutral,India,Air Pollution,Industries,,,No,
10 December 2018 00:32,বিগড়ে গেল দূষণ নিয়ন্ত্রণ পর্ষদের সাইটই,ID-2456.txt,False,No,No,No,No,Real,Neutral,India,Environmental Pollution,Authority,,,No,
09 December 2018 02:55,দূষণ রোধে রেলকে চিঠি দেবে পর্ষদ,ID-2458.txt,False,No,No,Yes,Yes,Real,Positive,India,Environmental Pollution,All,Environmental/Forestry Authority,,No,
08 December 2018 04:08,"ডিসেম্বরের শুরুতেই ছক্কা দূষণের, হারল কালীপুজোও",ID-2459.txt,False,No,Yes,Yes,Yes,Real,Positive,India,Environmental Pollution,,Environmental/Forestry Authority,,No,
08 December 2018 01:00,প্রাণবায়ু আজ ভয়ানক বিষ! দায় কে নেবে,ID-2460.txt,False,No,Yes,Yes,Yes,Real,Positive,India,Climate Change,,Scientists & Researcher,,No,
02 December 2018 01:33,কুলিকে নিষিদ্ধ হল পিকনিক,ID-2461.txt,False,No,No,No,No,Real,Positive,Bangladesh,Environmental Pollution,General People,Environmental/Forestry Authority,,No,
02 December 2018 00:36,নির্মাণ-দূষণ রোধে এ বার প্রচার,ID-2462.txt,False,No,No,No,No,Real,Positive,India,Environmental Pollution,,Government,,No,
29 November 2018 03:27,দেওয়ালি-দূষণ স্বীকার শুভেন্দুর,ID-2463.txt,False,Yes,No,No,No,Real,Positive,India,Environmental Pollution,,Government,,No,
21 November 2018 01:29,দূষণ রুখতে মুখে ‘মাস্ক’ শহর জুড়েই,ID-2466.txt,False,No,Yes,No,No,Real,Positive,Global,Environmental Pollution,Industries,Scientists & Researcher,,No,
19 November 2018 01:10,দূষণে দিল্লিকে হারাল কলকাতা,ID-2469.txt,False,No,No,Yes,Yes,Real,Positive,India,Environmental Pollution,General People,Government,,No,
12 July 2023 04:54,১৬ নদীতে ঘেরা টাঙ্গাইলে নৌকার হাট ৩২টি,ID-247.txt,False,No,No,Yes,Yes,Real,Positive,Bangladesh,Water Pollution,Dishonest people,,,No,
19 November 2018 01:07,"দূষণ-লড়াইয়ে ভিক্টোরিয়া, জাদুঘরও",ID-2470.txt,False,Yes,No,Yes,Yes,Real,Positive,Bangladesh,Plastic Pollution,,,,No,
16 November 2018 19:37,ঘরের ভিতরের দূষণকে বলুন বাই বাই,ID-2472.txt,False,No,No,No,No,Real,Positive,India,Environmental Pollution,General People,Other Authority,,No,
16 November 2018 02:40,দূষণে জেরবার বালুরঘাট শহর,ID-2473.txt,False,No,No,Yes,No,Real,Positive,India,Environmental Pollution,Industries,General people,,No,
14 November 2018 07:00,পর্যটন-দূষণ নিয়ে সতর্ক হচ্ছে জেলা,ID-2474.txt,False,No,No,No,No,Real,Positive,India,Sound Pollution,General People,Government,,No,
22 September 2022 05:47,আগা খান স্থাপত্য পুরস্কার' জিতেছে বাংলাদেশের ২ প্রকল্প,ID-248.txt,False,No,No,No,No,Real,Positive,Bangladesh,Water Resource Pollution,General People,Other Authority,,No,
07 November 2018 04:16,"টেস্টেই ডাহা ফেল, শব্দদানব দাপাল রাজ্য জুড়ে, আজ ফাইনালে কী হবে?",ID-2480.txt,False,No,No,Yes,Yes,Real,Positive,India,Sound Pollution,General People,Crime/Police,,No,
06 November 2018 02:41,শব্দসন্ধ্যার ভাঁজ পুলিশের কপালে,ID-2483.txt,False,No,No,No,No,Real,Positive,India,Sound Pollution,General People,Crime/Police,,No,
06 November 2018 01:44,"শব্দবাজির দাপট থামবেই, এখনও বিশ্বাস করি আমি",ID-2484.txt,False,No,No,No,No,Real,Negative,India,Sound Pollution,General People,Government,,No,
05 November 2018 10:41,দেওয়ালির আগে ফের ‘রুদ্ধশ্বাস’ রাজধানী! নিরাপদ মাত্রার চেয়ে ২০ গুণ বেশি দূষণ,ID-2486.txt,False,No,Yes,No,No,Real,Positive,India,Air Pollution,All,Government,,No,
03 November 2018 02:24,"প্লাস্টিক দূষণ, সরব তৃণমূল কর্মীরাই",ID-2490.txt,False,Yes,Yes,Yes,Yes,Real,Problematic,India,Environmental Protection,Authority,General people,,No,
02 November 2018 04:43,দিল্লির দূষণ সামলাতে মুখোশ পরেই ব্যাট সিদ্ধেশের,ID-2491.txt,False,No,No,No,No,Real,Positive,India,Air Pollution,All,Other Authority,,No,
02 November 2018 03:02,দূষণ-অভিযোগ ফেসবুকে,ID-2492.txt,False,No,Yes,Yes,Yes,Real,Positive,India,Environmental Pollution,General People,Legal/Court,,No,
31 October 2018 07:09,দূষণের জেরে গাড়ি বন্ধের ভাবনা দিল্লিতে,ID-2494.txt,False,No,Yes,No,No,Real,Positive,Bangladesh,Air Pollution,All,Legal/Court,,No,
30 October 2018 02:25,বাজি পরীক্ষায় বিচার্য শুধুই শব্দমাত্রা,ID-2495.txt,False,Yes,No,No,No,Real,Positive,India,Sound Pollution,General People,Legal/Court,,No,
28 October 2018 03:05,"প্লাস্টিক-দূষণ নয়, আরও গভীর পচন! দ্রুত বদলে যাচ্ছে গর্বের জনপদগুলোও",ID-2496.txt,False,No,No,No,No,Real,Positive,Global,Plastic Pollution,General People,Environmental/Forestry Authority,,No,
24 October 2018 00:09,"দূষণ কি কমবে, রায় ঘিরে জল্পনা",ID-2500.txt,False,No,No,No,No,Real,Problematic,India,Environmental Pollution,General People,Legal/Court,,No,
21 October 2018 04:23,ভাসানে দূষণ,ID-2504.txt,False,No,No,No,No,Real,Positive,India,Water Pollution,General People,Environmental/Forestry Authority,,No,
18 October 2018 13:36,বিসর্জনের শোভাযাত্রায় ডিজে নিষিদ্ধ!,ID-2505.txt,False,No,No,No,No,Real,Positive,India,Environmental Pollution,General People,Crime/Police,,No,
16 October 2018 02:41,দিল্লিতে দূষণ রোধে বন্ধ হল বিদ্যুৎকেন্দ্র,ID-2506.txt,False,No,No,No,No,Real,Positive,India,Natural Disaster,All,Government,,No,
07 October 2018 01:58,শব্দ মাপার যন্ত্রই বাড়ন্ত,ID-2508.txt,False,No,No,No,No,Real,Positive,India,Sound Pollution,General People,Legal/Court,,No,
02 October 2018 03:03,রাজ্যকে দূষণ-ভর্ৎসনা পরিবেশ কোর্টের,ID-2511.txt,False,No,No,Yes,No,Real,Positive,India,Environmental Pollution,Government,Legal/Court,,No,
26 September 2018 00:30,বাগড়ির বর্জ্য নিয়ে পর্ষদের দ্বারস্থ পুরসভা,ID-2513.txt,False,No,No,Yes,No,Real,Positive,India,Environmental Pollution,General People,Government,,No,
15 September 2018 03:31,কাটা তেলের ধোঁয়া ছড়াচ্ছে দূষণ,ID-2516.txt,False,Yes,No,No,No,Real,Positive,India,Climate Change,General People,Legal/Court,,No,
02 September 2018 03:30,রাস্তা সারাতে মিক্সার মেশিনে বাড়ছে দূষণ,ID-2521.txt,False,Yes,No,No,No,Real,Positive,India,Climate Change,Authority,Government,,No,
29 August 2018 07:15,"দূষণ-ছাড়পত্র নেই, ক্ষুব্ধ দলগাঁও",ID-2522.txt,False,No,No,No,No,Real,Positive,India,Heavy Metal,Dishonest people,Environmental/Forestry Authority,,No,
21 August 2018 03:40,দূষণ কমানোর উপায় বাতলে প্রথম,ID-2525.txt,False,No,Yes,No,No,Real,Positive,India,Environmental Protection,,General people,,No,
13 August 2018 03:11,দূষণ কাণ্ডের ছায়া দীর্ঘ হচ্ছে গাড়ি শিল্পে,ID-2527.txt,False,No,No,No,No,Maybe Real,Neutral,Others,Environmental Pollution,Industries,Other Authority,,No,
09 August 2018 04:51,"আর্সেনিকে ছারখার পরিবার, নিঃসঙ্গ বৃদ্ধ দম্পতি",ID-2529.txt,False,No,No,Yes,Yes,Real,Positive,India,Heavy Metal,Dishonest people,General people,,No,
28 June 2018 08:45,"দূষণে বাড়ছে রোগ, আশঙ্কা",ID-2536.txt,False,No,No,No,No,Real,Positive,India,Environmental Pollution,All,Government,,No,
26 June 2018 04:05,সান্দাকফু-ফালুটে দূষণ বাড়াচ্ছে গাড়ি,ID-2538.txt,False,No,No,Yes,No,Real,Positive,India,Environmental Pollution,General People,NGO,,No,
13 June 2018 02:29,মুহুর্মুহু বজ্রপাতের কারণ কি মাত্রাছাড়া দূষণ?,ID-2541.txt,False,No,Yes,No,No,Real,Positive,India,Environmental Pollution,,Scientists & Researcher,,No,
31 May 2018 03:44,স্টারলাইট বন্ধ নিয়ে কোর্টের পথে বেদান্ত,ID-2545.txt,False,Yes,No,No,No,Real,Positive,India,Environmental Pollution,Industries,Legal/Court,,No,
03 May 2018 00:23,বাতাসে বিপুল বিষ! কেউ দায় এড়াতে পারব না,ID-2546.txt,False,No,No,No,No,Real,Negative,India,Air Pollution,Government,Legal/Court,,No,
01 May 2018 03:49,ভিন্ রাজ্যের দূষিত কণা বাড়াচ্ছে শহরের বিপদ,ID-2548.txt,False,No,Yes,No,No,Real,Positive,India,Environmental Pollution,All,Scientists & Researcher,,No,
28 April 2018 14:18,"খনি নিয়ে শুনানি, ক্ষোভ প্রকাশ এলাকাবাসীর",ID-2550.txt,False,No,No,No,No,Real,Positive,India,Environmental Pollution,Government,General people,,No,
03 April 2018 01:38,"দিল্লি ছাড়ালে কোন তেল, ধোঁয়াশা সর্বত্র",ID-2553.txt,False,Yes,No,No,No,Real,Positive,India,Environmental Pollution,General People,Other Authority,,No,
22 March 2018 02:07,"প্রকল্প অনেক, তবু আর্সেনিকের দূষণ",ID-2555.txt,False,No,Yes,Yes,Yes,Real,Positive,India,Water Pollution,,General people,,No,
21 March 2018 03:04,ফের দূষণ শীর্ষে উঠে এল শিলিগুড়ি,ID-2556.txt,False,No,No,No,No,Real,Neutral,India,Air Pollution,,,,No,
18 March 2018 03:24,"বাতিলের দাওয়াই বাড়াবে বিক্রি, খুশি গাড়ি শিল্প",ID-2557.txt,False,No,No,No,No,Real,Positive,India,Climate Change,Authority,Other Authority,,No,
06 March 2018 02:34,দূষণ এড়াতে ভাবনায় পিচ গলানোর নয়া পদ্ধতি,ID-2561.txt,False,No,No,No,No,Real,Positive,Others,Climate Change,Industries,,,No,
04 March 2018 02:00,"ছাঁট পুড়িয়ে বাতাসে দূষণ, চুপ প্রশাসন",ID-2562.txt,False,No,No,Yes,Yes,Real,Positive,India,Environmental Pollution,General People,Environmental/Forestry Authority,,No,
25 February 2018 00:58,"লোকালয়ে পুড়ছে আবর্জনা, মানছে না পুরসভা",ID-2565.txt,False,No,No,No,No,Real,Negative,India,Environmental Pollution,Authority,,,No,
18 February 2018 02:24,"কে কোন রাস্তা খুঁড়েছে, জানতে চায় পুরসভা",ID-2567.txt,False,No,No,No,No,Real,Positive,India,Water Pollution,,Other Authority,,No,
18 February 2018 02:18,"আবেদন সার, মাইক বাজছে দাপটেই",ID-2568.txt,False,Yes,No,No,No,Real,Neutral,India,Sound Pollution,Authority,General people,,No,
17 February 2018 02:41,"দূষণ বেশি কীসে, চলছে জলঘোলা",ID-2569.txt,False,No,No,No,No,Real,Positive,India,Water Pollution,Dishonest people,Other Authority,,No,
10 October 2019 12:08,ওয়াসার পানি ব্যবহারে মিতব্যয়ী হওয়ার আহ্বান প্রধানমন্ত্রীর,ID-257.txt,False,Yes,No,No,No,Real,Problematic,Bangladesh,Water Resource Pollution,General People,Governent,,No,
17 February 2018 02:39,দূষণ দাপটে বাড়ছে রোগের প্রকোপও,ID-2570.txt,False,No,No,No,No,Real,Positive,Bangladesh,Climate Change,General People,Government,,No,
12 February 2018 01:22,দূষণ কমিয়ে বাঁধ বাঁচাতে চায় দফতর,ID-2571.txt,False,Yes,No,No,No,Real,Positive,India,Forestry and Tree Plantation,General People,Other Authority,,No,
11 February 2018 01:26,"কিছু ওয়ার্ডে ডায়রিয়া, জলে দূষণের আশঙ্কা",ID-2572.txt,False,No,No,No,No,Real,Problematic,India,Water Pollution,,Other Authority,,No,
27 January 2018 16:16,বায়ু দূষণ বাড়িয়ে দিচ্ছে অনিয়মিত পিরিয়ডের সমস্যা,ID-2574.txt,False,No,No,No,No,Real,Positive,India,Air Pollution,General People,Scientists & Researcher,,No,
20 January 2018 01:34,বায়ুদূষণের ছবি ঢাকতে পাল্টা আক্রমণে মেয়র,ID-2575.txt,False,No,No,No,No,Real,Neutral,India,Air Pollution,,,,No,
18 April 2022 04:58,বিলুপ্তপ্রায় সুস্বাদু মাছ দারকিনা আবার ফিরবে খাদ্যতালিকায়,ID-258.txt,False,No,Yes,No,No,Real,Positive,Bangladesh,Climate Change,General People,Scientists,,No,
15 January 2018 03:57,সংক্রান্তির শহর যেন দূষণ-সাগর,ID-2580.txt,False,No,No,No,No,Real,Negative,India,Environmental Pollution,General People,Government,,No,
14 January 2018 02:10,শহরের দূষণ ফের ছাড়াল বিপদমাত্রা,ID-2581.txt,False,No,Yes,No,No,Real,Neutral,India,Air Pollution,,,,No,
13 January 2018 12:55,"পোঙ্গল: ধোঁয়ায় ঢাকলো চেন্নাই, বিপর্যস্ত বিমান পরিষেবা",ID-2582.txt,False,No,No,No,No,Real,Positive,India,Light Pollution,General People,Environmental/Forestry Authority,,No,
13 January 2018 01:19,দু’চাকায় দূষণ ঠেকানোর বার্তা,ID-2583.txt,False,No,No,No,No,Real,Positive,India,Sound Pollution,General People,Other Authority,,No,
10 January 2018 01:04,"জমিতেই পুড়ছে খড়, বাড়ছে দূষণ",ID-2585.txt,False,No,No,No,No,Real,Positive,India,Environmental Pollution,General People,Government,,No,
02 January 2018 01:32,আরামবাগ উৎসবে দেদার প্লাস্টিক দূষণ,ID-2590.txt,False,No,No,No,No,Real,Negative,India,Plastic Pollution,General People,Government,,No,
01 January 2018 02:56,"দূষণ-কুয়াশায় খাবি খেল দিল্লির উড়ান, ট্রেন",ID-2591.txt,False,No,No,Yes,Yes,Real,Positive,India,Environmental Pollution,,Other Authority,,No,
26 December 2017 02:22,"দূষণ-সচেতনতা কই, প্রশ্ন উৎসবের শহরে",ID-2595.txt,False,No,No,No,No,Real,Negative,India,Environmental Pollution,General People,Crime/Police,,No,
22 December 2017 02:51,তোর্সার দূষণ রোধে প্রকল্প বিজ্ঞান কংগ্রেসে,ID-2599.txt,False,No,No,No,No,Real,Positive,India,Environmental Protection,,Other Authority,,No,
21 December 2017 02:46,দূষণ-বিষে জেরবার মহানগর,ID-2600.txt,False,Yes,No,No,No,Real,Positive,India,Environmental Pollution,All,Environmental/Forestry Authority,,No,
18 December 2017 00:57,পৌষমেলায় দূষণ রুখতে নজর স্টলে,ID-2602.txt,False,No,No,No,No,Real,Positive,India,Environmental Pollution,General People,Other Authority,,No,
17 December 2017 03:17,"ঠান্ডা কম, আটকে দূষণ মাপার কাজ",ID-2603.txt,False,No,No,No,No,Real,Positive,India,Environmental Pollution,,Environmental/Forestry Authority,,No,
13 December 2017 03:51,"দূষণ-তথ্য লুকোচ্ছে রাজ্য, নালিশ আদালতে",ID-2605.txt,False,No,No,No,No,Real,Negative,India,Environmental Pollution,Dishonest people,Legal/Court,,No,
13 December 2017 03:34,বেআইনি বাজি কারখানা ধরতে পর্ষদের বিজ্ঞাপন,ID-2606.txt,False,No,No,Yes,Yes,Real,Positive,India,Sound Pollution,Dishonest people,Environmental/Forestry Authority,,No,
12 December 2017 04:12,বৃষ্টি কমতেই বাড়ছে দূষণ,ID-2607.txt,False,No,Yes,Yes,Yes,Real,Positive,India,Environmental Pollution,,Government,,No,
08 December 2017 04:04,দিল্লির দূষণ দেখে নতুন নিয়মের প্রশ্ন আইসিসি-তে,ID-2611.txt,False,No,No,No,No,Real,Neutral,India,Air Pollution,Authority,,,No,
08 December 2017 03:24,"দক্ষিণেশ্বরে গঙ্গা দূষণ, দায় কি বালিখালের",ID-2612.txt,False,No,No,No,No,Real,Neutral,India,Water Pollution,General People,,,No,
07 December 2017 10:41,দূষণের জেরে স্থায়ী ভাবে নষ্ট হতে পারে শিশুর মস্তিষ্ক!,ID-2614.txt,False,No,No,No,No,Real,Neutral,India,Air Pollution,,,,No,
06 December 2017 03:52,সৌর বিদ্যুৎ উৎপাদন করে দূষণ কমাবে বিমানবন্দর,ID-2616.txt,False,No,No,Yes,No,Real,Positive,India,Environmental Protection,,Other Authority,,No,
03 December 2017 17:27,"দূষণের দিল্লিতে কেন টেস্ট, ক্ষুব্ধ শ্রীলঙ্কা বোর্ড",ID-2620.txt,False,No,No,No,No,Real,Neutral,India,Air Pollution,,,,No,
20 November 2017 00:53,শহরের বাতাসে ‘বিষ’ বাড়ছেই,ID-2624.txt,False,No,No,No,No,Real,Positive,India,Environmental Pollution,All,Government,,No,
19 November 2017 02:41,দূষণ ঠেকাতে বাজি প্রাকৃতিক গ্যাসই,ID-2625.txt,False,No,No,No,No,Real,Positive,India,Environmental Pollution,,,,No,
16 November 2017 04:09,দূষণ নিয়ে একসুর দিল্লি ও হরিয়ানা,ID-2629.txt,False,No,No,No,No,Real,Positive,India,Environmental Pollution,General People,Legal/Court,,No,
23 June 2022 03:28,বসবাসের অযোগ্য শহরের তালিকায় ঢাকা সপ্তম,ID-263.txt,False,No,No,Yes,Yes,Real,Positive,Bangladesh,Global Warming,General People,Scientists,,No,
16 November 2017 02:55,রাতে অনুষ্ঠান নয় রবীন্দ্র সরোবরে,ID-2630.txt,False,No,No,No,No,Real,Positive,India,Sound Pollution,Authority,Environmental/Forestry Authority,,No,
16 November 2017 02:30,ঘোড়ার বর্জ্যের দূষণ রুখতে,ID-2631.txt,False,No,No,No,No,Real,Positive,India,Environmental Pollution,Authority,Environmental/Forestry Authority,,No,
15 November 2017 03:07,দিল্লি-দূষণ কমাচ্ছে পুবের হাওয়াই,ID-2633.txt,False,No,No,Yes,No,Real,Positive,India,Air Pollution,,Scientists & Researcher,,No,
14 November 2017 02:14,দূষণেও ভরসা সুপ্রিম কোর্টই,ID-2634.txt,False,Yes,No,Yes,Yes,Real,Positive,India,Environmental Pollution,Government,Legal/Court,,No,
13 November 2017 03:42,দূষণ-গেরোয় সুন্দরবনের পর্যটন বিপন্ন,ID-2636.txt,False,No,No,No,No,Real,Negative,Bangladesh,Environmental Pollution,Government,Environmental/Forestry Authority,,No,
12 November 2017 00:39,"বায়ু দূষণে জেরবার শিল্পাঞ্চলের মানুষজন, ঘরদোর সাফ করাই প্রথম কাজ",ID-2637.txt,False,No,No,No,No,Real,Neutral,Bangladesh,Air Pollution,Industries,Legal/Court,,No,
